created_at,text,tweet_id,text_processed,cat_pre
2020-03-27T18:08:39Z,It’s Friday...we think?!😂😂 The week has been so long we don’t even know when it’s over @MikeBarzMedia A good laugh to break up our coverage of #COVID19 @WISH_TV #AllIndiana #FridayFeeling #TGIF #funny #GoodVibes #GoodNews https://t.co/fBgn8Uv08a,1243600839173984256_44239118,think know good fridayfeele funny,0
2020-03-27T21:08:41Z,Wow! There are no #leaders in this #country.  No one wants to step up and be a #man and #takecharge.  😒#People are #dying and doing nothing about it.  #Sacrificing us to this #COVID19 🙏 #USA #StayAtHome #StaySafe #StayHealthy #StayStrong https://t.co/k44wTM8L5v,1243646144921681924_556588075,want takecharge die sacrifice,0
2020-03-25T05:40:35Z,"America is the number one country at accelerating spread of disease. I can’t wait to tell grandma ... oops, she’s dead. Dad? Grandma is dead. Dad? Dad? #Trump is so proud. Let’s call 911. Paramedics are quarantined too? #coronavirus https://t.co/g9jo3scpjp",1242687804649263110_845985733,accelerate tell dead dead proud call quarantine,0
2020-03-28T14:24:50Z,Can't miss the homies if you don't have any friends. #COVID19 #SocialDistanacing https://t.co/tisk8BKCCo,1243906899332009987_847095519335927808,ca miss,0
2020-03-26T01:08:08Z,"Man, this dude makes the ads against himself. Are the less informed open to hearing him tell them how bad he actually is? 

#Biden2020 #VoteBlue  #COVID19 https://t.co/hSdpuj4YNh",1242981627766202369_467499398,make inform open tell bad,0
2020-03-09T22:09:38Z,"@InquestMajeva @BernieSanders #Rump and the #RumpGang are a clear and present danger to American democracy...
#COVID19 #NeroRump #CarnivalBarkingClown #WhiteSupremacistInChief #PutinsGOP #LiarInChief https://t.co/jLOa3AH0nw",1237138503382827009_929741556751486977,rump clear present american,0
2020-03-27T16:18:40Z,@rshevlin Exactly! I'm really getting tired of people #opportunitizing #coronavirus aren't you? https://t.co/7a7YM2iiH0,1243573160869531650_819964656232071169,get tired,1
2020-03-25T13:10:44Z,"Come on Kentucky. We’re better than that. 🙄😳 .
March 25, 2020
.
#teamkentucky #teamlouisville #dontbeanidiot #covid_19 #socialdistancing #kentucky #louisville #kids #andybeshear #louisvilleky #louisvillephotographer #staythefuckhome #stayhome https://t.co/y072zvsyMn",1242801089675694080_24205993,come well socialdistance,0
2020-03-11T20:43:16Z,"How about @MikeBloomberg funding test kits across America for #COVID19 on behalf of @JoeBiden and the @SenateDems @HouseDemocrats? Also, an outside government group collecting and making available accurate data? 🤷🏼‍♂️",1237841544561831940_258177703,kit housedemocrat collect make available accurate,0
2020-03-10T17:28:13Z,"Shout out to the SRE/operations staff at Zoom, Skype, and Google hangouts this week. Can’t imagine what load from just our campus alone looks like right now with all classes virtual. Thanks for playing a huge supporting role in #COVID19 #SocialDistancing! https://t.co/gcLSvZXAC2",1237430067287883776_23896773,shout imagine look right virtual play huge support covid19,0
2020-03-26T12:59:21Z,"Anyone else feel video chat meetings are actually more humanizing than in-person? When you see someone in their home, with their spouse in background or kids running around them &amp; they introduce you to their pets... we’re bringing true authenticity into biz settings. #coronavirus",1243160612340936705_162818874,feel humanize see run amp introduce bring true,0
2020-03-28T16:39:34Z,"Union Square on a Saturday 
#covid_19 #stayhome #newyorkcity @ Union Square, Manhattan https://t.co/tmGipYDqKy",1243940808493056000_49456814,,0
2020-03-28T21:05:13Z,Greatest failure in governance in modern time lead by Trump. #25AmendmentNow #coronavirus #Covid_19 #CoronaLockdown #CoronavirusOutbreak #SaturdayMorning #SaturdayThoughts #SaturdayMotivation https://t.co/oMMTPwr7H5,1244007658601861121_558301390,great modern saturdaymorne,0
2020-03-28T02:29:05Z,"this thread is sadly done now. they cancelled prom and graduation, the things we were all looking forward to the most. now i don’t have anymore senior memories to post. 💔  #COVID19 https://t.co/OJwOIZkgKs",1243726775785385984_747655209820786688,do cancel look senior,0
2020-03-24T12:26:08Z,#covid_19 #corona #mattcutillo #matthewcutillo @ Matthew Cutillo https://t.co/12aUXPYSEf,1242427475902242817_1072659425532542976,,0
2020-03-25T03:16:23Z,"@AndoniOlta @NelsonMRosario There you go, enjoy! My favorite line is the child’s bloodtype, Cheetos. It is long, a bit snarky, but it is outlined. A commentary on the intersection of edpolicy and health policy. —On Crypto, #COVID19, or politics of any",1242651514486865922_758747329767714819,go enjoy favorite long outline,0
2020-03-26T03:21:33Z,"Now: more than 65,000 #Coronavirus cases in the US., 900+ fatalities. #Covid19",1243015202939064323_34029837,,0
2020-03-24T23:17:36Z,"@aroseblush The number of people she comes in contact with, this isn’t surprising. Glad she’s better. #GoGreta #CoronavirusPandemic @GretaThunberg",1242591426099191809_15516304,aroseblush come surprising glad well,0
2020-03-26T19:47:29Z,"In a panic over your finances &amp; 401(k) thanks to the #CoronavirusPandemic?

#StrangeDaysPodcast has you covered w/@CNBC financial guru @rinsana offering his best advice + PoliSci expert @DrJasonJohnson grades how politicians have responded to #coronavirus👇🏼https://t.co/3paaueYTnH",1243263321324818432_4900058284,finance amp coronaviruspandemic cover offer good respond,0
2020-03-09T10:40:29Z,"All of America is on this cruise ship, as an Administration who doesn’t care about us worries only about the appearance of their numbers and would rather we disappear and not be counted. #cruiseship #CoronavirusOutbreak https://t.co/S9B3Z6beMa",1236965071055708160_1158727503344807937,care worry would disappear count,0
2020-03-10T18:46:48Z,"CLARK STATE is closed and going completely online for an extended period of time. In addition, other universities in Columbus have cancelled too. #COVID19 I expect a WSU announcement coming soon",1237449845343993856_1111108211254398976,close go extended cancel expect come,0
2020-03-10T19:23:33Z,Breaking - First Multnomah County resident tests positive for COVID-19. #Coronavirus #portland #fox12 #breakingnews #COVID19 #oregon https://t.co/EJVyjE5yri,1237459092001579008_2430695400,break test positive,0
2020-03-25T14:51:35Z,"We are definitely seeing this at our house!  Myself included.  Good reminder! #bekind #bepatient #uncertaintimes #covid_19 #springbreak2020 #theclubmomteam @ Montgomery, Ohio https://t.co/1i4iO7GPwN",1242826468440367107_2164854944,see include good reminder,0
2020-03-27T00:54:04Z,"That we'd have more cases, given our population size, makes sense, but these numbers are only now being captured due to increased testing. Meanwhile, our per capita rate as compared to China is sobering if we're still early in our counts. #StayHome #COVID19 https://t.co/jf3r6SNoTa",1243340478692470784_54042399,give make capture due increase compare sober count,0
2020-03-10T01:25:23Z,"Check out 3 ways you can protect yourself from getting sick: good personal hygiene, clean surfaces, and social distancing. Learn more: https://t.co/79D1NH1Kps #coronavirus #COVID19 #healthyhabits",1237187763851706371_279225819,check protect get sick good personal clean surface social healthyhabit,1
2020-03-25T17:57:28Z,"Signed up for a new diet plan.  Closed 😱. The summer will be here and I’ll be obese 😱
Making spaghetti sauce today, already got the Italian bread 👍 #coronavirus #lifeasweknowit",1242873246850179073_966096065303740417,sign close obese make sauce get italian,1
2020-03-27T15:47:37Z,"I just had to tell our surgical fellow, who I’ve worked w/ repeatedly over the past 2 wks &amp; who’s currently home w/ his 3 month old, that I tested positive for #COVID19 bc he hadn’t been contacted in the 2.5+ hrs since I reported it to my bosses",1243565347732627470_1213490506446983168,tell surgical work old test positive contact report,0
2020-03-28T15:19:53Z,"As @sarahkendzior has preached for 4 years now, don’t ever mistake the Trump regime’s actions in response to the #coronavirus as unwitting ignorance &amp; incompetence — it is consciously malicious intent to harm at the expense of life, in the pursuit of more power &amp; personal profit.",1243920756158930947_4900058284,preach mistake response unwitting malicious personal,0
2020-03-24T05:33:45Z,"NRI’s: Call all your friends in India and emphasize on how important to #SocialDistancing &amp; #StayingIndoors 
#COVID19 

Let’s show how India can be different 👍",1242323699627372545_54544779,emphasize important let show different,0
2020-03-11T16:43:29Z,@PURELL this expired 04/2009. Is it still good? Ive got like 12 6 packs #COVID19 #WashYourHands https://t.co/1DGZpk4EZU,1237781198799282176_2768458275,expire good have get,1
2020-03-28T02:46:26Z,Follow these simple steps if you want to be a superhero like me ! Thank you to those on the frontlines making the ultimate sacrifice ! #stayhome #staysafe #washhands #covid19 #coronavirus #flattenthecurve… https://t.co/LmwoPZqN8Z,1243731143037460482_771547919392440320,follow simple want thank make ultimate washhand,0
2020-03-26T03:16:34Z,"@ChrisMurphyCT Thank you Senator Murphy.
After the vote, please try to get a bit of rest so you stay healthy. We appreciate your work. We need you and we have your back.
#COVID19",1243013952189202433_26390351,thank try rest stay healthy appreciate need,0
2020-03-27T01:02:39Z,"""Dad, is the playground closed because people can't follow the rules and stay away from each other?""

""Yes, son, that's exactly why.""

#covid19 #coronavirus https://t.co/RqxmOHAiLI",1243342638499213319_23071054,close ca follow stay,0
2020-03-26T22:36:38Z,"Congrats, Trump. You’ve made USA number 1 again. #CongratulationsAmerica #CoronavirusPandemic https://t.co/GkODazhDhL",1243305892235231232_2221800402,make congratulationsamerica coronaviruspandemic,0
2020-03-24T21:51:30Z,One positive outcome.. more home workouts!!! #wellness #coronavirus #Optimism #WeAreInThisTogether #COVID19 https://t.co/DUuUATwvq2,1242569756286365697_786596627163127808,positive,0
2020-03-27T19:48:04Z,Sarah Reisetter with @IAPublicHealth said just because someone has a negative test does not mean if they circulate around they won’t have a positive test a few days later. So maintain social distancing. #COVID19 #iagov,1243625858922876930_7730052,say negative mean circulate positive maintain social,1
2020-03-26T01:55:31Z,Thanks @VICE for story on unreported #COVID19 GI symptoms experienced by #westfieldnj resident @CraigHollander. Grateful to Prof @BrennanSpiegel MD for knowing the signs. https://t.co/6TYGLhaYqp,1242993554915500032_21925369,unreporte experience,0
2020-03-28T15:29:36Z,"Dear America: PLEASE STOP EATING AS IF YOU SUDDENLY HAVE UNIVERSAL HEALTH CARE - you do not. 

Also, this is a crime. 🤯 

#Covid_19 #SocialDistancing #COVIDIOTS 

https://t.co/oahEt97L6F",1243923200892899330_32645302,dear stop eat universal,0
2020-03-26T03:25:36Z,"@stephiesmallls @MistyOnTap @aishaismad @dustinthomasXO @JoeBiden So u think ALL of Congress, the military, state legislators, should #SelfQuaratine ..okay...then ur also complaining about them too? They still going to work even tho many had contact w/ in",1243016224860188675_404945292,think military complain go tho many infect,0
2020-03-25T11:43:43Z,Amazing work being done by NextGen deputy coordinator and alum of our mentorship program! #covid19 #pandemic https://t.co/Lpae88uNLA,1242779188878282754_771151450336587776,amazing do,0
2020-03-11T23:09:55Z,"My Vivers is prepared #coronavirus #COVID19 .... yes I know she isn’t wearing it correctly, chill ✋🏽🙄😷 https://t.co/fhQh7Fuzs4",1237878450456637441_1347901266,prepare know wear,0
2020-03-24T20:21:27Z,"As millions of Americans lose their jobs, and begin to fall behind on bills and struggle to put food on the table, #Mitch_McConnell leaves Washington DC for several days. Be sure to thank him for putting corporations first. #COVID19 #COVIDActNow

https://t.co/Rv2e2h0fU3",1242547095720116225_64894715,lose begin fall struggle put leave several thank put first,0
2020-03-11T14:59:03Z,"That being said I would not be shocked if the debate was “cancelled” because of #COVID19, which would be real bad. https://t.co/mNPPvbDV1E",1237754916468383744_45579209,say would shock cancel would real bad,0
2020-03-24T00:11:33Z,"""He's gambling on death to.appease the rich.""
#coronavirus https://t.co/yE0Zm8Ktf8",1242242611940691968_20164802,gamble rich,0
2020-03-10T22:54:40Z,"Will COVID-19 Kill Globalization?
@NatCounterPunch  #Globalization 
#CoronaVirus #2019nC0V #COVID19 #SARSCoV2 

https://t.co/WjypHs0NWo",1237512222487621633_14596185,kill,0
2020-03-07T04:46:27Z,#CoronavirusOutbreak response growing from #robotics companies https://t.co/9kUOJgov17 https://t.co/abyDxnu4JI @therobotreport,1236151199973249025_96864580,grow,0
2020-03-26T00:29:29Z,Has anyone tried calling the Avengers regarding this Covid-19 thing? Asking for the world.... #avengers #COVID19 #ChineseVirus,1242971902542569473_162027923,try call regard ask,0
2020-03-28T23:13:31Z,The incredible story of @HackensackUMC ‘s first #Covid_19 positive expectant mother @WSJ #coronavirus #StayAtHomeAndStaySafe https://t.co/HczwAWVjSh,1244039947289575431_1062712281325297665,incredible positive expectant,0
2020-03-10T23:25:53Z,@Olallo_Rubio #ConvoyContraLaMáquina y millennials against the stablishment #COVID19 https://t.co/5sIlZF8w0p,1237520077907316736_100679088,,0
2020-03-24T02:40:38Z,"Impatiently waiting to see the clock hit midnight... 🤔👀😳
.
.
.
.
#AceWildOfficial #WILDCARDMAFIA #LaxNatives #608music #WisconsinArtists #wisconsin #CoronaVirus #covid_19 #purge @ La Crosse, Wisconsin https://t.co/iW9c6wrzHN",1242280132771012613_1043229273358848002,wait see acewildofficial,0
2020-03-25T19:54:00Z,"I read this with so much sadness. 
Without protection we may be doing the same. #covid19 https://t.co/6VYqhIlU7M",1242902576049209344_429851351,read much,0
2020-03-26T01:38:02Z,"He has had three patients who appeared to show symptoms of COVID-19. One had been a passenger in a Lyft ride-share, where the driver had been to China and Japan. Another had a low-grade fever, coughing and had lost her sense of smell. https://t.co/s9loW3804B #COVID19NC #COVID19",1242989154125963270_19027021,appear show cough lose,0
2020-03-25T04:00:51Z,Please #StayHome while we stand in for you in hopes this #Coronavirus pandemic gets squashed quick!!! I'm blessed to stay on the #WorkFlow but if you don't need to be out DON'T! While I'm working PLEASE keep those… https://t.co/nC9d72U6pO,1242662706315837440_711674298,stand hope get squash blessed work keep,1
2020-03-25T22:35:27Z,25 million from COVID-19 US economic package  will go to the Kennedy Center in NYC. @ValleyStarNews @myBurbankNEWS #CoronavirusLockdown #coronavirus #Corona #CoronaVirusUpdates #COVID2019,1242943206892785664_907506454709415937,economic go coronavirusupdate,0
2020-03-24T00:46:55Z,"#stayhome with me tonight from 9pm-10pm on my public Facebook page. There's a funny, healthy cure for boredom in the Recovery Room with Ramona
#ClubQuarantine #QuarantineLife #recovery #COVID19 https://t.co/6D8rLBp7O0",1242251514430832642_101627442,stayhome public funny healthy,0
2020-03-10T21:04:22Z,"Really confused as to itd6be post-poned to the second wave of covid flu season, fall 2020. That's when virus will be stronger?. #COVID19 #SpanishFlu #CoachellaCancelled #Coachella2020 https://t.co/LC2JvSNbf8",1237484463505862656_19054277,confused second strong coachellacancelle,0
2020-03-24T19:14:57Z,".@KamalaHarris @SenFeinstein @RepCarbajal We need to rescue workers and communities, not corporate executives! Will you sign on to Rep Dingell &amp; Sen Markey’s letter and commit to the 5 principles of just #COVID_19 relief?",1242530357590646787_37720846,need communitie corporate sign,0
2020-03-11T20:17:59Z,It’s rigged!!!!!#COVID19 #CoronaVirusUpdate #CoronaVirusUpdate #Cornflowerball2020 #cornoravirusireland #cornavirusuk #Trump https://t.co/YrkF03rCtx,1237835182272663552_1234765792530649088,rig coronavirusupdate coronavirusupdate,0
2020-03-10T17:07:38Z,"This is a well reasoned and well written article about the current #COVID19 fears. My advice, don’t panic.
https://t.co/ik8gPELagd",1237424887976865793_26390783,reason write current fear,0
2020-03-24T03:24:58Z,"#memorymaking visiting #family #covid_19 style  In their window looking down and me looking up from the street-
#wouldaneverthunkit @ California https://t.co/nJbonEtb2E",1242291288168431616_9113862,memorymake visit look look,0
2020-03-26T18:59:20Z,"Click to read FAQs on Stimulus Checks, Unemployment, and the Coronavirus Bill! #housingjh #wearejacksonhole #iwilldomypart #stimuluspackage #covid19 https://t.co/6Gy2qgZR0L",1243251204702035969_901107301741756416,read wearejacksonhole,0
2020-03-28T22:37:30Z,"@realDonaldTrump I just wish for once you could have been Proactive instead of Reactive. Now we are all fighting an uphill battle all because you couldn’t swallow your pride. 
#Covid_19 #TrumpLiesAmericansDie #why",1244030883063042048_24362771,could proactive reactive fight uphill,0
2020-03-27T00:33:02Z,"At the end of another busy #CoronaVirus day, my ⁦@Target⁩ still has a good amount of familiar-brand paper and bathroom goods.  To me, this means the neighborhood’s needs, even during this crazy time, is satisfied. That’s a great thing. ⁦@Bounty⁩ ⁦@Charmin⁩ https://t.co/xGB0q0FdHm",1243335185510227969_4880918696,end busy good mean need crazy satisfy great,0
2020-03-24T20:33:31Z,So glad I’ve got lifesaverlinda to keep me entertained at work during this pandemic (plus she’s got awesome friends)!  #ERnurse #nurselife #stayhome #wewanttobeboreditmeansyoudontgetexposed #COVID19 #2020canwereboot… https://t.co/eBVIR1QmLh,1242550130072588289_28740017,get keep entertain get awesome wewanttobeboreditmeansyoudontgetexpose,1
2020-03-28T00:52:55Z,"GREAT commercial from @PennMedicine, featuring @Metallica’s #NothingElseMatters. Thank you, to those doctors, nurses, and all medical professionals working to keep us moving. Because without our health, nothing else matters. #StayAtHomeAndStaySafe #coronavirus",1243702573900709889_479661563,great commercial feature thank nurse medical work keep move matter stayathomeandstaysafe,0
2020-03-28T18:09:33Z,"@SkyNews Then if it's not #COVID19 and animals can't transfer the #COVID19  virus. #WTFlockaAreYouThinking? This is a waste of time and energy, not to mention just more #FearMongering #assholesliveforever .",1243963453494251522_1234149623595520000,ca transfer fearmongere,0
2020-03-26T16:36:00Z,My wife works in the medical field. She's still working. I worry that she will get #COVID19 and spread it to the rest of the family. Anyone else in the same situation?,1243215135478632449_419591270,work work spread,1
2020-03-24T23:30:31Z,How’s everyone doing in there? #StayAtHome #StopTheSpread #COVID19 #WashYourHands #FlattenTheCurve https://t.co/4Bb4WafLyv,1242594674063233025_735442553949020160,washyourhand flattenthecurve,0
2020-03-25T17:35:56Z,Thanks! Among many other things. #imis is key to helping us keep Texas physicians up to date on everything #COVID19 https://t.co/ntFekYlemX,1242867830296584195_12831902,many help keep,0
2020-03-28T18:11:44Z,"Step by step guide to eligibility, requirements, and application guidelines for the $350B #coronavirus aid package for #SmallBusiness. Let's make sure every small business has the information they need! @USChamber https://t.co/Mudc8XzOgi",1243964000062377984_355664510,let make sure small need,0
2020-03-24T02:35:44Z,@SenateGOP Stop trying to add economic stimulus package to #coronavirus response bill!!!,1242278897993093124_1149410190141394944,stop try add economic,0
2020-03-28T20:10:41Z,"In summary, this is why teachers are tired! 

#rona #covid #covid_19 @ Washington D.C. https://t.co/mUWzicnJmE",1243993938903453696_244307350,tire,0
2020-03-26T15:10:19Z,I’m #socialdistancing in my dreams now. Why does the #coronavirus have to ruin that kind of socializing for me?!,1243193572444082177_774323546,,0
2020-03-25T19:13:51Z,"Ashes, ashes
We all fall down

#CoronavirusLockdown #COVID2019 #coronavirus",1242892468799983616_431111123,fall coronaviruslockdown,0
2020-03-24T04:53:22Z,"Not angry but, as will all these issuse, holding the rich and powerful accountable. 

Good news under the circumstances. Close them all down. 

#Golf #Covid_19 

Embarrassment - monetizing golf #CBD product during #ShelterInPlaceCA https://t.co/opeA1sWhuX https://t.co/XaEmkTm6rc",1242313537105481728_707658962259152896,angry hold rich powerful accountable good close monetize,0
2020-03-11T23:55:11Z,"On a darker note, 7yo keeps asking me about #COVID19 and I don't really know how to explain this whole thing to her",1237889842404405255_708953502186340353,keep ask know explain whole,0
2020-03-28T17:48:51Z,You don’t respect anyone... between #COVID19 and you the world has few options...go away please https://t.co/UYZRSfcqWq,1243958241555632128_3140146875,respect go,0
2020-03-11T18:35:04Z,@macewank That's actually the solution to #COVID19  - play online games and keep hearing how a 12 fucked your mother.,1237809278469144577_1152296822,macewank solution play online keep hear fuck,0
2020-03-28T18:38:16Z,"It’s always difficult being in the mist of uncertainty, but we have to find trust. It was such a pleasure to have such a stimulating conversation with @IAmSophiaNelson this morning! Be sure to listen below. We will get through this together. 

 #SaturdayMorning #coronavirus https://t.co/YSKG9OIex9",1243970680099651584_836245388227133440,difficult find stimulate sure listen saturdaymorne,0
2020-03-26T04:48:22Z,Mclaren mindset  ✅ getting new Audi tomorrow ❤️ ✅ loving life ✅ #coronavirus ain’t going to 🛑 me,1243037054293942272_35300790,get love go,1
2020-03-25T03:04:50Z,"#washington DOH posted late today

248 additional cases
13 additional deaths today from #coronavirus #covid19wa 

2,469 confirmed cases
   123 deaths ☠ https://t.co/ijSNOSrKEL",1242648610312876032_1388656794,post late additional additional confirm,0
2020-03-25T14:34:24Z,"You want to know why social distancing is important!!
- - -
The red dots are the Coronavirus in this graphic chart!!
- - -
#sityourassdownplease #livelikeanicon #sick #coronavirus #socialdistancing #reddots #wow… https://t.co/JovSFEuzMz",1242822146809880577_27187399,want know social distance important red sick socialdistance,1
2020-03-10T12:07:51Z,"They should heed Legasov’s warning...

https://t.co/FtkoejjbJe

@DavidCornDC @brianklaas #COVID19 https://t.co/G5iyTswaca",1237349444972171265_92573373,heed,0
2020-03-11T15:51:47Z,So refreshing to hear testimony about #COVID19 in front of congress with zero ego fluffing for #Trump,1237768189578227713_3002594745,refresh fluff,0
2020-03-26T02:48:45Z,Great thing about #SocialDistancing is it’s easy to see @NBCNews @CNN @ABC @CBSNews @nytimes and @washingtonpost are more interested in seeing #USA fail against #COVID19 than telling the truth. Read more and watched more tv the last 14 days than in the last ten years. #FakeNews,1243006951270776843_229262835,great socialdistance easy washingtonpost interested see fail tell watch last last,1
2020-03-27T03:05:43Z,Staying Calm Amidst this COVID-19 Pandemic. #mentalhealth #blogger #covid19 #quarentine #enjoylife #selfcare https://t.co/SLXPF4PqmS,1243373606337425409_1088861978536431617,stay calm,0
2020-03-25T15:13:52Z,"Follow @jburnmurdoch &amp; @FinancialTimes to get unbiased FACTS about #COVID19.  I appreciate the FREE access to the latest #coronavirus info. 
👇🏼
https://t.co/4JrGgBNCrc",1242832075327225857_3072016776,get unbiased appreciate free late,1
